Employee ID,Name,Department,Salary,Joining Date,Age,Performance Rating,Bonus,Email,Attendance (%),Data Insert Time
220,Jack Davis,Finance,113744.0,2012-04-13,34.0,Average,5834.58,jack.davis@company.com,99.63,2024-01-30 07:51:31
411,Bob Garcia,IT,111180.0,2015-12-11,25.0,Poor,7723.53,bob.garcia@company.com,72.17,2024-01-08 18:09:05
400,Rachel Miller,Marketing,77841.0,2015-09-25,29.0,Good,6178.87,rachel.miller@company.com,90.57,2024-01-29 23:56:51
356,Olivia Smith,IT,56364.0,2014-11-21,36.0,Good,5293.43,olivia.smith@company.com,82.79,2024-01-17 10:58:52
455,Leo Miller,IT,63625.0,2016-10-14,43.0,Excellent,5603.6,leo.miller@company.com,94.44,2024-01-29 02:20:36
500,Alice Brown,IT,63960.0,2017-08-25,28.0,Good,3472.61,alice.brown@company.com,84.6,2024-01-28 04:41:54
326,Victor Martinez,HR,113666.0,2014-04-25,51.0,Average,12992.85,victor.martinez@company.com,98.89,2024-01-26 03:57:27
454,Bob Garcia,Marketing,88136.0,2016-10-07,50.0,Average,6502.11,bob.garcia@company.com,80.18,2024-01-25 18:10:13
335,Alice Johnson,Operations,118832.0,2014-06-27,46.0,Good,10074.75,alice.johnson@company.com,91.25,2024-01-10 10:07:24
483,Olivia Miller,Finance,55485.0,2017-04-28,49.0,Average,6164.33,olivia.miller@company.com,90.41,2024-01-24 14:11:07
375,Victor Jones,Marketing,78494.0,2015-04-03,59.0,Below Average,5053.91,victor.jones@company.com,82.28,2024-01-06 18:29:38
137,Leo Garcia,Finance,51411.0,2010-09-10,26.0,Excellent,,leo.garcia@company.com,90.84,2024-01-02 09:15:45
297,Mona Smith,IT,79734.0,2013-10-04,23.0,Poor,8291.73,mona.smith@company.com,95.11,2024-01-06 18:05:53
240,Yara Davis,IT,66641.0,2012-08-31,42.0,Poor,,yara.davis@company.com,76.92,2024-01-13 06:20:11
465,Yara Williams,Finance,59065.0,2016-12-23,28.0,Average,5009.15,yara.williams@company.com,71.81,2024-01-21 21:14:37
345,Rachel Johnson,IT,66646.0,2014-09-05,54.0,Excellent,6712.33,rachel.johnson@company.com,73.9,2024-01-22 08:07:39
540,Yara Miller,Marketing,118752.0,2018-06-01,41.0,Poor,14885.01,yara.miller@company.com,80.11,2024-01-26 05:29:25
387,Uma Smith,Finance,78513.0,2015-06-26,23.0,Average,8183.18,uma.smith@company.com,93.3,2024-01-05 10:21:50
160,Xander Williams,Finance,101434.0,2011-02-18,46.0,Poor,13678.33,xander.williams@company.com,91.17,2024-01-30 03:06:40
212,Uma Jones,Sales,88404.0,2012-02-17,58.0,Poor,9572.7,uma.jones@company.com,77.16,2024-01-25 17:25:18
190,Wendy Garcia,Sales,63328.0,2011-09-16,22.0,Below Average,7875.05,wendy.garcia@company.com,96.58,2024-01-06 18:41:14
537,Wendy Rodriguez,Operations,60159.0,2018-05-11,23.0,Average,6500.43,wendy.rodriguez@company.com,72.2,2024-01-18 22:10:39
107,Eve Garcia,HR,63664.0,2010-02-12,55.0,Below Average,3337.79,eve.garcia@company.com,88.09,2024-01-22 10:52:10
461,Quincy Smith,Sales,86732.0,2016-11-25,41.0,Excellent,5385.9,quincy.smith@company.com,89.31,2024-01-04 17:31:31
447,Steve Garcia,IT,51174.0,2016-08-19,38.0,Good,3273.3,steve.garcia@company.com,98.09,2024-01-01 22:48:46
439,Kathy Garcia,Finance,48335.0,2016-06-24,32.0,Excellent,2508.73,kathy.garcia@company.com,90.68,2024-01-13 04:14:58
259,Wendy Smith,Operations,45801.0,2013-01-11,49.0,Poor,4808.76,wendy.smith@company.com,86.11,2024-01-01 20:04:44
251,Charlie Williams,Finance,75777.0,2012-11-16,52.0,Below Average,7709.94,charlie.williams@company.com,75.22,2024-01-18 13:20:32
278,Steve Miller,Operations,89726.0,2013-05-24,41.0,Average,6473.02,steve.miller@company.com,72.43,2024-01-19 16:14:23
494,Yara Miller,Finance,82918.0,2017-07-14,40.0,Below Average,8516.06,yara.miller@company.com,99.63,2024-01-27 04:42:52
285,Wendy Williams,Sales,93006.0,2013-07-12,32.0,Excellent,6509.94,wendy.williams@company.com,87.77,2024-01-06 09:44:28
550,Ivy Smith,Finance,110340.0,2018-08-10,51.0,Below Average,6746.82,ivy.smith@company.com,89.91,2024-01-15 00:17:35
111,Nathan Garcia,Sales,,2010-03-12,26.0,Poor,5316.06,nathan.garcia@company.com,80.67,2024-01-17 19:22:17
481,Frank Davis,Marketing,65289.0,2017-04-14,35.0,Poor,9786.53,frank.davis@company.com,89.51,2024-01-10 07:53:46
204,Paul Smith,Marketing,87333.0,2011-12-23,28.0,Good,5581.31,paul.smith@company.com,84.4,2024-01-29 14:28:46
182,Jack Smith,IT,108497.0,2011-07-22,48.0,Average,12208.66,jack.smith@company.com,80.2,2024-01-15 00:43:42
139,Olivia Miller,Finance,107270.0,2010-09-24,25.0,Excellent,,olivia.miller@company.com,87.71,2024-01-13 08:19:12
415,Eve Brown,IT,95069.0,2016-01-08,49.0,Excellent,7756.31,eve.brown@company.com,78.75,2024-01-27 11:03:26
268,Charlie Rodriguez,Sales,117575.0,2013-03-15,32.0,Excellent,11525.13,charlie.rodriguez@company.com,95.86,2024-01-22 04:55:57
570,Grace Johnson,Marketing,60384.0,2018-12-28,47.0,Below Average,7067.58,grace.johnson@company.com,99.6,2024-01-12 16:50:49
397,Jack Garcia,IT,75735.0,2015-09-04,31.0,Poor,,jack.garcia@company.com,84.45,2024-01-27 20:42:08
575,Bob Martinez,Marketing,40404.0,2019-02-01,32.0,Below Average,5756.12,bob.martinez@company.com,96.04,2024-01-02 03:48:14
299,David Garcia,Operations,113523.0,2013-10-18,22.0,Good,7739.16,david.garcia@company.com,90.4,2024-01-09 07:01:19
398,Tina Miller,IT,87295.0,2015-09-11,59.0,Poor,9062.7,tina.miller@company.com,73.52,2024-01-16 01:08:18
517,Alice Smith,HR,92736.0,2017-12-22,35.0,Poor,11971.23,alice.smith@company.com,75.43,2024-01-29 01:44:24
247,Nathan Jones,IT,112991.0,2012-10-19,52.0,Good,9984.64,nathan.jones@company.com,99.07,2024-01-06 03:44:29
493,Olivia Smith,IT,82344.0,2017-07-07,31.0,Poor,12078.71,olivia.smith@company.com,81.13,2024-01-07 21:48:03
248,Victor Smith,Marketing,44014.0,2012-10-26,45.0,Excellent,,victor.smith@company.com,96.51,2024-01-21 11:21:49
548,Paul Davis,Marketing,96178.0,2018-07-27,58.0,Excellent,11716.02,paul.davis@company.com,71.1,2024-01-04 09:05:58
388,Mona Williams,Marketing,66092.0,2015-07-03,48.0,Average,,mona.williams@company.com,93.13,2024-01-20 15:59:46
224,Jack Williams,Marketing,76212.0,2012-05-11,31.0,Excellent,,jack.williams@company.com,76.55,2024-01-12 01:39:33
469,Charlie Jones,HR,53807.0,2017-01-20,51.0,Average,6732.53,charlie.jones@company.com,76.58,2024-01-31 03:04:05
197,David Garcia,Operations,110091.0,2011-11-04,49.0,Excellent,15232.39,david.garcia@company.com,85.87,2024-01-14 06:59:15
244,Frank Martinez,Finance,106105.0,2012-09-28,51.0,Below Average,8109.87,frank.martinez@company.com,93.39,2024-01-11 07:54:34
340,Xander Garcia,IT,83919.0,2014-08-01,53.0,Poor,9149.46,xander.garcia@company.com,71.37,2024-01-18 06:40:10
543,Uma Brown,IT,75547.0,2018-06-22,24.0,Average,,uma.brown@company.com,77.46,2024-01-04 07:58:20
198,Quincy Williams,Finance,80818.0,2011-11-11,44.0,Excellent,12027.67,quincy.williams@company.com,98.17,2024-01-17 00:44:52
508,Wendy Rodriguez,Sales,116539.0,2017-10-20,58.0,Good,9978.0,wendy.rodriguez@company.com,88.69,2024-01-07 22:01:43
223,Jack Martinez,HR,83484.0,2012-05-04,25.0,Excellent,5282.03,jack.martinez@company.com,90.39,2024-01-31 02:12:51
284,Charlie Rodriguez,IT,110313.0,2013-07-05,58.0,Good,7350.71,charlie.rodriguez@company.com,84.42,2024-01-30 09:44:15
303,Jack Williams,HR,68251.0,2013-11-15,30.0,Average,7384.66,jack.williams@company.com,96.43,2024-01-19 11:39:00
347,Nathan Miller,HR,119605.0,2014-09-19,38.0,Poor,14375.4,nathan.miller@company.com,70.74,2024-01-09 07:50:54
406,Alice Smith,IT,72479.0,2015-11-06,39.0,Excellent,8749.44,alice.smith@company.com,78.07,2024-01-26 15:36:47
399,Kathy Davis,Sales,57955.0,2015-09-18,27.0,Excellent,,kathy.davis@company.com,73.76,2024-01-13 17:37:54
452,Jack Rodriguez,Finance,46801.0,2016-09-23,45.0,Average,6064.05,jack.rodriguez@company.com,91.42,2024-01-17 19:15:06
487,Steve Jones,HR,43709.0,2017-05-26,22.0,Poor,4491.77,steve.jones@company.com,83.88,2024-01-24 20:15:05
496,Kathy Johnson,IT,79298.0,2017-07-28,54.0,Poor,4957.98,kathy.johnson@company.com,96.01,2024-01-01 16:50:25
385,Olivia Brown,Finance,60358.0,2015-06-12,25.0,Below Average,,olivia.brown@company.com,75.57,2024-01-10 15:54:44
226,Ivy Rodriguez,Sales,87202.0,2012-05-25,39.0,Good,,ivy.rodriguez@company.com,93.59,2024-01-04 17:47:54
403,Yara Garcia,Finance,74911.0,2015-10-16,33.0,Good,4453.85,yara.garcia@company.com,84.75,2024-01-16 17:08:35
324,Yara Miller,HR,56964.0,2014-04-11,58.0,Below Average,5954.5,yara.miller@company.com,92.83,2024-01-15 11:41:41
519,Rachel Brown,HR,59087.0,2018-01-05,37.0,Good,,rachel.brown@company.com,84.77,2024-01-29 22:37:58
320,Leo Davis,Finance,53500.0,2014-03-14,43.0,Poor,3240.84,leo.davis@company.com,89.02,2024-01-28 04:46:33
230,Kathy Miller,IT,58711.0,2012-06-22,29.0,Below Average,4729.12,kathy.miller@company.com,98.34,2024-01-15 15:46:26
521,Victor Brown,Marketing,64504.0,2018-01-19,58.0,Good,4671.46,victor.brown@company.com,96.12,2024-01-11 02:12:57
390,Victor Johnson,IT,40412.0,2015-07-17,57.0,Poor,4749.87,victor.johnson@company.com,92.83,2024-01-31 05:23:37
545,Jack Brown,Operations,74349.0,2018-07-06,33.0,Below Average,7904.84,jack.brown@company.com,91.2,2024-01-28 13:55:54
477,Olivia Martinez,Finance,59870.0,2017-03-17,37.0,Good,8809.66,olivia.martinez@company.com,91.58,2024-01-06 05:00:31
392,Quincy Jones,Finance,73496.0,2015-07-31,47.0,Good,7260.56,quincy.jones@company.com,73.94,2024-01-21 11:54:09
456,Leo Miller,Operations,112592.0,2016-10-21,47.0,Good,9510.78,leo.miller@company.com,72.4,2024-01-25 16:41:54
395,Xander Davis,Marketing,78756.0,2015-08-21,41.0,Average,6442.34,xander.davis@company.com,88.5,2024-01-25 10:29:47
497,Olivia Miller,Sales,101629.0,2017-08-04,44.0,Poor,,olivia.miller@company.com,87.36,2024-01-03 03:44:29
441,Rachel Martinez,Operations,100566.0,2016-07-08,23.0,Below Average,8222.11,rachel.martinez@company.com,76.0,2024-01-10 04:47:16
213,Alice Smith,Marketing,94045.0,2012-02-24,49.0,Poor,11140.83,alice.smith@company.com,73.31,2024-01-16 21:09:20
280,Grace Jones,Marketing,62677.0,2013-06-07,22.0,Good,,grace.jones@company.com,90.5,2024-01-03 20:51:58
408,Bob Jones,Sales,84811.0,2015-11-20,54.0,Below Average,6651.03,bob.jones@company.com,79.31,2024-01-22 09:27:29
533,Mona Johnson,Operations,71921.0,2018-04-13,40.0,Below Average,9606.45,mona.johnson@company.com,73.93,2024-01-07 05:41:19
588,Frank Smith,Sales,44809.0,2019-05-03,43.0,Good,6052.68,frank.smith@company.com,90.18,2024-01-19 01:32:16
582,Victor Miller,Sales,49860.0,2019-03-22,38.0,Average,4593.02,victor.miller@company.com,79.24,2024-01-03 23:16:38
523,Steve Martinez,IT,118859.0,2018-02-02,35.0,Poor,16749.03,steve.martinez@company.com,85.44,2024-01-15 05:33:55
334,Ivy Williams,IT,84078.0,2014-06-20,25.0,Excellent,10487.72,ivy.williams@company.com,79.03,2024-01-06 04:39:55
412,Wendy Martinez,Marketing,83286.0,2015-12-18,26.0,Excellent,7818.48,wendy.martinez@company.com,81.77,2024-01-20 10:01:38
265,Paul Jones,Marketing,48716.0,2013-02-22,59.0,Poor,2828.53,paul.jones@company.com,73.89,2024-01-11 07:39:46
237,David Brown,IT,50492.0,2012-08-10,58.0,Below Average,5763.37,david.brown@company.com,89.49,2024-01-03 10:50:08
298,Uma Davis,Sales,112615.0,2013-10-11,41.0,Poor,13125.71,uma.davis@company.com,90.92,2024-01-29 09:18:09
359,Frank Davis,IT,91991.0,2014-12-12,51.0,Average,11681.09,frank.davis@company.com,93.84,2024-01-05 13:26:55
333,Jack Jones,Sales,94340.0,2014-06-13,47.0,Good,11955.5,jack.jones@company.com,72.04,2024-01-29 02:37:58
216,Eve Jones,Marketing,80764.0,2012-03-16,43.0,Good,11525.77,eve.jones@company.com,78.89,2024-01-27 14:45:53
221,Xander Rodriguez,Marketing,96491.0,2012-04-20,41.0,Excellent,9019.01,xander.rodriguez@company.com,82.83,2024-01-17 06:04:33
450,Hank Smith,Operations,78102.0,2016-09-09,28.0,Good,7864.68,hank.smith@company.com,91.27,2024-01-25 18:17:04
325,Grace Jones,Finance,99638.0,2014-04-18,35.0,Excellent,13443.38,grace.jones@company.com,86.24,2024-01-18 06:03:56
503,Paul Davis,Operations,76395.0,2017-09-15,22.0,Below Average,,paul.davis@company.com,82.65,2024-01-24 12:16:01
498,Kathy Martinez,IT,106040.0,2017-08-11,49.0,Poor,,kathy.martinez@company.com,83.16,2024-01-13 10:07:32
228,Alice Davis,HR,103208.0,2012-06-08,43.0,Average,14685.61,alice.davis@company.com,82.53,2024-01-26 12:32:19
386,Olivia Rodriguez,Operations,43267.0,2015-06-19,33.0,Below Average,2429.34,olivia.rodriguez@company.com,96.06,2024-01-24 07:22:43
512,Eve Brown,Marketing,111726.0,2017-11-17,29.0,Good,11650.49,eve.brown@company.com,91.47,2024-01-04 10:39:58
208,Rachel Smith,IT,45895.0,2012-01-20,59.0,Excellent,3106.48,rachel.smith@company.com,93.05,2024-01-14 07:58:33
471,Grace Davis,Marketing,66432.0,2017-02-03,40.0,Poor,,grace.davis@company.com,80.11,2024-01-16 01:31:47
426,Victor Johnson,Finance,103932.0,2016-03-25,47.0,Good,5974.67,victor.johnson@company.com,88.54,2024-01-15 19:59:07
234,Olivia Martinez,Finance,106235.0,2012-07-20,47.0,Below Average,10579.48,olivia.martinez@company.com,99.74,2024-01-16 21:59:49
553,Yara Miller,Marketing,105545.0,2018-08-31,56.0,Good,,yara.miller@company.com,94.17,2024-01-17 11:25:30
145,Jack Rodriguez,Sales,48155.0,2010-11-05,45.0,Excellent,5573.46,jack.rodriguez@company.com,83.38,2024-01-29 00:24:59
561,Quincy Williams,Finance,48415.0,2018-10-26,38.0,Average,7220.06,quincy.williams@company.com,98.1,2024-01-20 15:43:15
166,Grace Rodriguez,Finance,91407.0,2011-04-01,53.0,Excellent,8704.72,grace.rodriguez@company.com,90.92,2024-01-24 01:34:45
384,Olivia Miller,Operations,97458.0,2015-06-05,50.0,Below Average,9497.53,olivia.miller@company.com,99.05,2024-01-18 23:53:35
186,Jack Martinez,Operations,42869.0,2011-08-19,51.0,Below Average,4086.76,jack.martinez@company.com,86.18,2024-01-02 01:43:27
343,Quincy Johnson,IT,96573.0,2014-08-22,44.0,Poor,11458.75,quincy.johnson@company.com,99.07,2024-01-22 13:51:43
287,Steve Johnson,Finance,108027.0,2013-07-26,34.0,Average,8872.35,steve.johnson@company.com,80.43,2024-01-11 06:08:45
484,Kathy Jones,IT,84482.0,2017-05-05,51.0,Excellent,8626.44,kathy.jones@company.com,72.17,2024-01-21 05:54:04
260,Nathan Davis,Marketing,59190.0,2013-01-18,32.0,Below Average,6398.19,nathan.davis@company.com,87.79,2024-01-17 08:09:45
113,Rachel Smith,Finance,95680.0,2010-03-26,51.0,Good,13764.07,rachel.smith@company.com,78.91,2024-01-06 01:45:17
136,Bob Williams,Finance,74754.0,2010-09-03,38.0,Poor,,bob.williams@company.com,93.98,2024-01-08 16:58:19
129,Nathan Garcia,IT,82107.0,2010-07-16,48.0,Excellent,8738.07,nathan.garcia@company.com,72.25,2024-01-18 05:30:43
271,Rachel Miller,Sales,116429.0,2013-04-05,26.0,Excellent,13357.19,rachel.miller@company.com,86.53,2024-01-14 18:22:48
243,Steve Smith,HR,63093.0,2012-09-21,25.0,Below Average,4295.29,steve.smith@company.com,75.59,2024-01-09 21:35:48
499,David Martinez,Operations,68016.0,2017-08-18,53.0,Average,7563.48,david.martinez@company.com,91.76,2024-01-24 04:10:53
443,Ivy Johnson,HR,67192.0,2016-07-22,39.0,Below Average,8340.54,ivy.johnson@company.com,73.14,2024-01-27 19:20:25
322,Olivia Martinez,Operations,69375.0,2014-03-28,29.0,Good,7391.83,olivia.martinez@company.com,93.4,2024-01-10 17:39:49
196,Grace Johnson,Finance,84064.0,2011-10-28,47.0,Excellent,7824.12,grace.johnson@company.com,96.24,2024-01-24 11:13:45
152,Charlie Williams,IT,56646.0,2010-12-24,44.0,Excellent,7927.37,charlie.williams@company.com,90.77,2024-01-15 12:19:47
341,Wendy Brown,Operations,75247.0,2014-08-08,59.0,Excellent,7118.76,wendy.brown@company.com,96.15,2024-01-25 03:21:50
585,Eve Miller,IT,63524.0,2019-04-12,59.0,Poor,3180.79,eve.miller@company.com,90.2,2024-01-26 07:41:57
479,Uma Garcia,Operations,112124.0,2017-03-31,39.0,Average,10140.81,uma.garcia@company.com,99.89,2024-01-19 15:32:18
279,Xander Williams,Operations,90300.0,2013-05-31,33.0,Below Average,12157.79,xander.williams@company.com,76.61,2024-01-25 21:58:49
142,Ivy Rodriguez,Sales,51111.0,2010-10-15,31.0,Below Average,5084.71,ivy.rodriguez@company.com,97.52,2024-01-04 08:10:15
599,Bob Brown,Operations,61949.0,2019-07-19,47.0,Excellent,7495.16,bob.brown@company.com,87.12,2024-01-26 23:34:02
522,Rachel Miller,Sales,47114.0,2018-01-26,42.0,Poor,3288.32,rachel.miller@company.com,83.36,2024-01-29 04:31:07
307,Tina Miller,Finance,45949.0,2013-12-13,59.0,Below Average,6445.84,tina.miller@company.com,73.87,2024-01-05 19:03:36
383,Wendy Miller,IT,105953.0,2015-05-29,26.0,Average,,wendy.miller@company.com,84.2,2024-01-09 05:06:39
355,Xander Rodriguez,Operations,49540.0,2014-11-14,29.0,Poor,2636.27,xander.rodriguez@company.com,99.91,2024-01-29 22:52:33
513,David Brown,IT,57640.0,2017-11-24,55.0,Excellent,,david.brown@company.com,97.27,2024-01-30 04:59:47
105,Quincy Miller,Operations,92733.0,2010-01-29,29.0,Excellent,9940.47,quincy.miller@company.com,92.14,2024-01-28 19:24:59
357,Eve Johnson,IT,44611.0,2014-11-28,50.0,Below Average,2412.31,eve.johnson@company.com,83.54,2024-01-09 20:28:24
549,Yara Garcia,HR,89407.0,2018-08-03,59.0,Good,,yara.garcia@company.com,150.0,2024-01-12 10:17:23
201,Alice Davis,Finance,57429.0,2011-12-02,23.0,Average,8527.71,alice.davis@company.com,80.52,2024-01-13 06:18:02
327,Charlie Rodriguez,IT,107215.0,2014-05-02,90.0,Good,14748.77,charlie.rodriguez@company.com,80.26,2024-01-20 01:50:55
530,Hank Brown,HR,49337.0,2018-03-23,44.0,Poor,,hank.brown@company.com,89.7,2024-01-21 16:43:41
314,Kathy Johnson,HR,47805.0,2014-01-31,30.0,Poor,,kathy.johnson@company.com,70.19,2024-01-28 03:49:40
272,Rachel Johnson,HR,95766.0,2013-04-12,27.0,Poor,8008.75,rachel.johnson@company.com,72.61,2024-01-15 14:56:01
199,David Martinez,HR,85525.0,2011-11-18,35.0,Poor,12334.17,david.martinez@company.com,93.96,2024-01-25 23:41:27
393,Leo Williams,IT,100692.0,2015-08-07,48.0,Average,6713.68,leo.williams@company.com,70.98,2024-01-22 01:09:34
316,Hank Brown,HR,60056.0,2014-02-14,33.0,Good,8686.19,hank.brown@company.com,88.51,2024-01-11 04:08:19
162,Ivy Garcia,Marketing,83016.0,2011-03-04,53.0,Below Average,8402.62,ivy.garcia@company.com,75.42,2024-01-12 14:47:25
148,Nathan Rodriguez,IT,87254.0,2010-11-26,27.0,Excellent,11159.41,nathan.rodriguez@company.com,96.19,2024-01-16 19:38:02
133,Eve Miller,Operations,42811.0,2010-08-13,45.0,Excellent,4837.64,eve.miller@company.com,83.04,2024-01-25 22:04:19
368,Paul Jones,Sales,51938.0,2015-02-13,25.0,Excellent,7475.12,paul.jones@company.com,82.97,2024-01-08 01:28:34
428,Leo Jones,IT,2000.0,2016-04-08,44.0,Average,202.2,leo.jones@company.com,86.79,2024-01-07 12:47:58
301,Eve Brown,Marketing,113847.0,2013-11-01,30.0,Average,16497.91,eve.brown@company.com,92.58,2024-01-27 22:10:13
547,Xander Davis,Operations,45713.0,2018-07-20,26.0,Good,6238.0,xander.davis@company.com,75.03,2024-01-26 19:42:11
128,Ivy Williams,HR,65184.0,2010-07-09,36.0,Average,4267.3,ivy.williams@company.com,73.2,2024-01-28 07:02:55
525,Uma Davis,IT,51023.0,2018-02-16,39.0,Poor,4595.94,uma.davis@company.com,87.79,2024-01-09 23:04:35
331,Xander Miller,Marketing,101389.0,2014-05-30,40.0,Good,6274.45,xander.miller@company.com,98.12,2024-01-03 13:21:03
361,Xander Rodriguez,Operations,70977.0,2014-12-26,57.0,Good,6648.35,xander.rodriguez@company.com,76.62,2024-01-06 13:20:14
389,Grace Miller,Sales,51338.0,2015-07-10,52.0,Average,2588.89,grace.miller@company.com,95.34,2024-01-20 05:02:21
263,Nathan Garcia,HR,69592.0,2013-02-08,27.0,Below Average,7835.24,nathan.garcia@company.com,96.32,2024-01-19 03:16:33
526,Kathy Jones,Finance,61447.0,2018-02-23,28.0,Below Average,,kathy.jones@company.com,74.91,2024-01-15 12:37:53
239,Hank Brown,HR,90336.0,2012-08-24,43.0,Good,5207.76,hank.brown@company.com,85.38,2024-01-23 20:32:36
163,Grace Jones,Operations,47400.0,2011-03-11,24.0,Good,,grace.jones@company.com,87.04,2024-01-01 11:09:18
236,Jack Johnson,IT,105726.0,2012-08-03,27.0,Average,14420.86,jack.johnson@company.com,98.28,2024-01-18 19:54:53
229,Jack Martinez,Marketing,73828.0,2012-06-15,55.0,Excellent,4944.9,jack.martinez@company.com,96.37,2024-01-25 02:48:57
577,Wendy Davis,Finance,87926.0,2019-02-15,39.0,Below Average,11643.25,wendy.davis@company.com,85.47,2024-01-05 22:22:02
109,Grace Brown,IT,66736.0,2010-02-26,33.0,Excellent,,grace.brown@company.com,81.68,2024-01-08 08:24:15
427,Quincy Smith,Operations,112936.0,2016-04-01,57.0,Average,16066.06,quincy.smith@company.com,91.07,2024-01-12 20:13:49
564,Nathan Smith,Operations,44158.0,2018-11-16,30.0,Excellent,5223.14,nathan.smith@company.com,83.57,2024-01-27 08:56:35
165,Yara Martinez,Marketing,55151.0,2011-03-25,50.0,Excellent,5036.29,yara.martinez@company.com,71.02,2024-01-26 21:42:14
401,Nathan Garcia,Marketing,110640.0,2015-10-02,44.0,Good,10463.44,nathan.garcia@company.com,82.91,2024-01-15 17:18:43
115,Xander Garcia,Operations,90859.0,2010-04-09,44.0,Poor,,xander.garcia@company.com,84.28,2024-01-27 23:32:40
257,Paul Rodriguez,Operations,118069.0,2012-12-28,23.0,Poor,14485.26,paul.rodriguez@company.com,76.73,2024-01-30 00:03:59
141,Charlie Johnson,Marketing,111295.0,2010-10-08,38.0,Below Average,,charlie.johnson@company.com,72.75,2024-01-07 22:01:17
480,Uma Martinez,HR,66790.0,2017-04-07,22.0,Poor,5282.79,uma.martinez@company.com,99.24,2024-01-08 16:00:56
569,Olivia Garcia,Operations,86540.0,2018-12-21,25.0,Average,8802.49,olivia.garcia@company.com,74.45,2024-01-03 12:04:14
504,Nathan Jones,Marketing,62700.0,2017-09-22,24.0,Excellent,3412.37,nathan.jones@company.com,78.3,2024-01-21 17:32:29
317,Xander Miller,HR,85543.0,2014-02-21,56.0,Average,,xander.miller@company.com,99.44,2024-01-13 01:15:29
380,Grace Martinez,Finance,55305.0,2015-05-08,36.0,Excellent,2939.99,grace.martinez@company.com,89.55,2024-01-12 20:37:39
535,Steve Williams,Sales,67355.0,2018-04-27,50.0,Excellent,,steve.williams@company.com,83.61,2024-01-04 10:27:58
531,Alice Brown,IT,86427.0,2018-03-30,42.0,Below Average,,alice.brown@company.com,79.76,2024-01-04 00:15:03
438,Steve Johnson,IT,45486.0,2016-06-17,47.0,Good,3749.74,steve.johnson@company.com,87.03,2024-01-13 10:34:57
337,Ivy Rodriguez,Finance,118781.0,2014-07-11,39.0,Below Average,10415.94,ivy.rodriguez@company.com,87.47,2024-01-03 20:15:50
308,David Johnson,IT,91990.0,2013-12-20,56.0,Poor,9627.66,david.johnson@company.com,80.05,2024-01-16 11:08:07
313,Tina Miller,Sales,86175.0,2014-01-24,32.0,Excellent,5067.3,tina.miller@company.com,85.22,2024-01-14 10:25:02
396,Grace Jones,Operations,58888.0,2015-08-28,32.0,Average,7452.12,grace.jones@company.com,93.9,2024-01-16 11:15:16
558,Bob Martinez,IT,41015.0,2018-10-05,51.0,Average,,bob.martinez@company.com,78.09,2024-01-18 16:46:26
352,Frank Miller,Operations,49823.0,2014-10-24,27.0,Average,4385.38,frank.miller@company.com,90.5,2024-01-23 01:20:36
589,Hank Brown,Sales,72201.0,2019-05-10,42.0,Excellent,4146.77,hank.brown@company.com,83.31,2024-01-21 07:44:54
587,Charlie Smith,Finance,50916.0,2019-04-26,44.0,Below Average,4247.27,charlie.smith@company.com,72.82,2024-01-27 10:51:40
404,Eve Miller,Operations,99031.0,2015-10-23,47.0,Good,6633.69,eve.miller@company.com,71.93,2024-01-02 23:04:38
451,Wendy Garcia,Finance,114460.0,2016-09-16,27.0,Good,12115.86,wendy.garcia@company.com,96.13,2024-01-27 11:59:29
370,Steve Smith,Operations,44000.0,2015-02-27,23.0,Good,,steve.smith@company.com,82.59,2024-01-07 11:50:25
302,Rachel Jones,Marketing,119634.0,2013-11-08,95.0,Below Average,17104.7,rachel.jones@company.com,74.76,2024-01-03 22:27:47
262,Ivy Johnson,Finance,90993.0,2013-02-01,36.0,Average,11241.72,ivy.johnson@company.com,72.74,2024-01-06 09:01:04
144,Kathy Garcia,Marketing,41802.0,2010-10-29,41.0,Average,3959.26,kathy.garcia@company.com,98.51,2024-01-24 23:40:13
318,Xander Rodriguez,HR,96556.0,2014-02-28,56.0,Average,8432.3,xander.rodriguez@company.com,88.95,2024-01-14 19:45:42
502,Tina Johnson,Marketing,107641.0,2017-09-08,29.0,Average,8171.99,tina.johnson@company.com,97.02,2024-01-12 14:03:12
291,Rachel Martinez,Sales,94021.0,2013-08-23,31.0,Excellent,,rachel.martinez@company.com,96.36,2024-01-05 18:15:19
410,Alice Smith,Marketing,60150.0,2015-12-04,57.0,Below Average,8396.89,alice.smith@company.com,70.35,2024-01-17 01:02:56
360,Charlie Brown,Marketing,97679.0,2014-12-19,48.0,Good,,charlie.brown@company.com,90.81,2024-01-05 18:48:27
206,Bob Smith,Sales,114290.0,2012-01-06,44.0,Below Average,13665.47,bob.smith@company.com,96.21,2024-01-22 03:43:17
154,Alice Garcia,Operations,56371.0,2011-01-07,52.0,Good,,alice.garcia@company.com,77.49,2024-01-27 12:36:33
490,Olivia Smith,Operations,97799.0,2017-06-16,24.0,Good,,olivia.smith@company.com,92.28,2024-01-22 03:56:35
102,Steve Brown,HR,86576.0,2010-01-08,55.0,Good,5980.18,steve.brown@company.com,85.57,2024-01-29 02:00:49
542,Xander Davis,Sales,97043.0,2018-06-15,23.0,Good,,xander.davis@company.com,82.93,2024-01-15 01:53:25
